Token_Number,Speaker,Token,Pitch,Time,Style
1,1,tɕu3,245.23,4.64,connected
1,1,tɕu3,256.82,4.65,connected
1,1,tɕu3,260.36,4.66,connected
1,1,tɕu3,261.2,4.67,connected
1,1,tɕu3,262.87,4.68,connected
1,1,tɕu3,265.19,4.69,connected
1,1,tɕu3,265.58,4.7,connected
1,1,tɕu3,269,4.71,connected
1,1,tɕu3,271.87,4.72,connected
1,1,tɕu3,275.11,4.73,connected
1,1,tɕu3,278.28,4.74,connected
1,1,tɕu3,283.15,4.75,connected
1,1,tɕu3,288.54,4.76,connected
1,1,tɕu3,293.95,4.77,connected
1,1,tɕu3,299,4.78,connected
1,1,tɕu3,303.6,4.79,connected
1,1,tɕu3,306.47,4.8,connected
1,1,tɕu3,308.94,4.81,connected
1,1,tɕu3,309.63,4.82,connected
1,1,tɕu3,305.74,4.83,connected
1,1,tɕu3,297.77,4.84,connected
1,1,tɕu3,284.37,4.85,connected
1,1,tɕu3,268.48,4.86,connected
1,1,tɕu3,249.15,4.87,connected
1,1,tɕu3,262.82,4.88,connected
1,1,tɕu3,299.99,4.89,connected
2,1,muej4,171.87,10.1,connected
2,1,muej4,171.58,10.11,connected
2,1,muej4,171.45,10.12,connected
2,1,muej4,170.32,10.13,connected
2,1,muej4,169.63,10.14,connected
2,1,muej4,169.78,10.15,connected
2,1,muej4,171.22,10.16,connected
2,1,muej4,175.91,10.17,connected
2,1,muej4,181.73,10.18,connected
2,1,muej4,187.21,10.19,connected
2,1,muej4,194.05,10.2,connected
2,1,muej4,200.76,10.21,connected
2,1,muej4,204.43,10.22,connected
2,1,muej4,206.86,10.23,connected
2,1,muej4,207.5,10.24,connected
2,1,muej4,205.27,10.25,connected
2,1,muej4,197.33,10.26,connected
3,1,pow3,230.3,18.6,connected
3,1,pow3,215.99,18.61,connected
3,1,pow3,219.82,18.62,connected
3,1,pow3,221.28,18.63,connected
3,1,pow3,223.9,18.64,connected
3,1,pow3,226.84,18.65,connected
3,1,pow3,229.65,18.66,connected
3,1,pow3,233.12,18.67,connected
3,1,pow3,235.59,18.68,connected
3,1,pow3,237.23,18.69,connected
3,1,pow3,239.41,18.7,connected
3,1,pow3,241.46,18.71,connected
3,1,pow3,243.4,18.72,connected
3,1,pow3,248.37,18.73,connected
3,1,pow3,255.03,18.74,connected
3,1,pow3,262.23,18.75,connected
3,1,pow3,270.89,18.76,connected
3,1,pow3,279.64,18.77,connected
3,1,pow3,285.23,18.78,connected
3,1,pow3,285.63,18.79,connected
3,1,pow3,281.83,18.8,connected
3,1,pow3,275.07,18.81,connected
3,1,pow3,265.5,18.82,connected
3,1,pow3,252.38,18.83,connected
3,1,pow3,230.9,18.84,connected
3,1,pow3,187.77,18.85,connected
4,1,buŋ3,172.66,25.1,connected
4,1,buŋ3,175.94,25.11,connected
4,1,buŋ3,184.97,25.12,connected
4,1,buŋ3,193.81,25.13,connected
4,1,buŋ3,198.83,25.14,connected
4,1,buŋ3,203.89,25.15,connected
4,1,buŋ3,208.8,25.16,connected
4,1,buŋ3,212.64,25.17,connected
4,1,buŋ3,216.33,25.18,connected
4,1,buŋ3,218.6,25.19,connected
4,1,buŋ3,221.63,25.2,connected
4,1,buŋ3,226.08,25.21,connected
4,1,buŋ3,230.55,25.22,connected
4,1,buŋ3,234.85,25.23,connected
4,1,buŋ3,239.64,25.24,connected
4,1,buŋ3,244.22,25.25,connected
4,1,buŋ3,246.95,25.26,connected
4,1,buŋ3,250.63,25.27,connected
4,1,buŋ3,254.89,25.28,connected
4,1,buŋ3,259.17,25.29,connected
4,1,buŋ3,262.76,25.3,connected
4,1,buŋ3,279.61,25.31,connected
4,1,buŋ3,290.8,25.32,connected
4,1,buŋ3,294.63,25.33,connected
4,1,buŋ3,294.66,25.34,connected
4,1,buŋ3,293.01,25.35,connected
4,1,buŋ3,287.27,25.36,connected
4,1,buŋ3,268.21,25.37,connected
4,1,buŋ3,246.67,25.38,connected
4,1,buŋ3,223.77,25.39,connected
4,1,buŋ3,undefined,25.4,connected
5,1,puə4,undefined,34.13,connected
5,1,puə4,undefined,34.14,connected
5,1,puə4,179.2,34.15,connected
5,1,puə4,183.63,34.16,connected
5,1,puə4,186.77,34.17,connected
5,1,puə4,188.19,34.18,connected
5,1,puə4,185.75,34.19,connected
5,1,puə4,184.96,34.2,connected
5,1,puə4,184.9,34.21,connected
5,1,puə4,184.59,34.22,connected
5,1,puə4,183.83,34.23,connected
5,1,puə4,184.01,34.24,connected
5,1,puə4,184.16,34.25,connected
5,1,puə4,184.25,34.26,connected
5,1,puə4,183.75,34.27,connected
5,1,puə4,186.34,34.28,connected
5,1,puə4,189.08,34.29,connected
5,1,puə4,188.96,34.3,connected
5,1,puə4,187.15,34.31,connected
5,1,puə4,187.13,34.32,connected
5,1,puə4,188.41,34.33,connected
5,1,puə4,189.04,34.34,connected
5,1,puə4,192.19,34.35,connected
5,1,puə4,194.58,34.36,connected
5,1,puə4,196.84,34.37,connected
5,1,puə4,198.62,34.38,connected
5,1,puə4,200.39,34.39,connected
5,1,puə4,200.69,34.4,connected
5,1,puə4,197.84,34.41,connected
5,1,puə4,187.55,34.42,connected
5,1,puə4,345.76,34.43,connected
5,1,puə4,333.26,34.44,connected
5,1,puə4,325.6,34.45,connected
6,1,tow4,179.04,40.74,connected
6,1,tow4,172.31,40.75,connected
6,1,tow4,168.17,40.76,connected
6,1,tow4,164.44,40.77,connected
6,1,tow4,161.75,40.78,connected
6,1,tow4,159.9,40.79,connected
6,1,tow4,159.62,40.8,connected
6,1,tow4,158.84,40.81,connected
6,1,tow4,156.67,40.82,connected
6,1,tow4,155.5,40.83,connected
6,1,tow4,157.37,40.84,connected
6,1,tow4,159.08,40.85,connected
6,1,tow4,161.56,40.86,connected
6,1,tow4,164.89,40.87,connected
6,1,tow4,168.35,40.88,connected
6,1,tow4,170.81,40.89,connected
6,1,tow4,174.17,40.9,connected
6,1,tow4,176.37,40.91,connected
6,1,tow4,178.74,40.92,connected
6,1,tow4,181.73,40.93,connected
6,1,tow4,185.59,40.94,connected
6,1,tow4,188.86,40.95,connected
6,1,tow4,191.75,40.96,connected
6,1,tow4,194.27,40.97,connected
6,1,tow4,194.49,40.98,connected
6,1,tow4,193.82,40.99,connected
6,1,tow4,187.76,41,connected
6,1,tow4,167.68,41.01,connected
6,1,tow4,158.87,41.02,connected
7,1,ko5,172.22,46.45,connected
7,1,ko5,168.31,46.46,connected
7,1,ko5,180.44,46.47,connected
7,1,ko5,182.08,46.48,connected
7,1,ko5,182.28,46.49,connected
7,1,ko5,181.51,46.5,connected
7,1,ko5,180.87,46.51,connected
7,1,ko5,180.15,46.52,connected
7,1,ko5,179.58,46.53,connected
7,1,ko5,179.06,46.54,connected
7,1,ko5,178.33,46.55,connected
7,1,ko5,178.05,46.56,connected
7,1,ko5,178.21,46.57,connected
7,1,ko5,179.44,46.58,connected
7,1,ko5,180.99,46.59,connected
7,1,ko5,182.28,46.6,connected
7,1,ko5,183.81,46.61,connected
7,1,ko5,186.42,46.62,connected
7,1,ko5,189.16,46.63,connected
7,1,ko5,192.35,46.64,connected
7,1,ko5,195.51,46.65,connected
7,1,ko5,199.42,46.66,connected
7,1,ko5,203.98,46.67,connected
7,1,ko5,207.76,46.68,connected
7,1,ko5,212.38,46.69,connected
7,1,ko5,217.35,46.7,connected
7,1,ko5,222.18,46.71,connected
7,1,ko5,225.64,46.72,connected
7,1,ko5,226.72,46.73,connected
7,1,ko5,224.92,46.74,connected
7,1,ko5,218.57,46.75,connected
7,1,ko5,190.33,46.76,connected
8,1,diəŋ5,undefined,52.65,connected
8,1,diəŋ5,151.25,52.66,connected
8,1,diəŋ5,154.68,52.67,connected
8,1,diəŋ5,157.98,52.68,connected
8,1,diəŋ5,161.68,52.69,connected
8,1,diəŋ5,164.78,52.7,connected
8,1,diəŋ5,166.87,52.71,connected
8,1,diəŋ5,168.71,52.72,connected
8,1,diəŋ5,174.47,52.73,connected
8,1,diəŋ5,173.44,52.74,connected
8,1,diəŋ5,168.62,52.75,connected
8,1,diəŋ5,170.03,52.76,connected
8,1,diəŋ5,167.28,52.77,connected
8,1,diəŋ5,166.67,52.78,connected
8,1,diəŋ5,165.8,52.79,connected
8,1,diəŋ5,164.79,52.8,connected
8,1,diəŋ5,164.57,52.81,connected
8,1,diəŋ5,167.14,52.82,connected
8,1,diəŋ5,170.4,52.83,connected
8,1,diəŋ5,174.46,52.84,connected
8,1,diəŋ5,177.96,52.85,connected
8,1,diəŋ5,185.61,52.86,connected
8,1,diəŋ5,191.81,52.87,connected
8,1,diəŋ5,197.17,52.88,connected
8,1,diəŋ5,202.61,52.89,connected
8,1,diəŋ5,209.62,52.9,connected
8,1,diəŋ5,210.69,52.91,connected
8,1,diəŋ5,215.31,52.92,connected
8,1,diəŋ5,218.97,52.93,connected
8,1,diəŋ5,218.24,52.94,connected
8,1,diəŋ5,220.49,52.95,connected
8,1,diəŋ5,214.86,52.96,connected
8,1,diəŋ5,209.23,52.97,connected
9,1,tɕaj1,207.15,61.19,connected
9,1,tɕaj1,231.32,61.2,connected
9,1,tɕaj1,224.79,61.21,connected
9,1,tɕaj1,219.2,61.22,connected
9,1,tɕaj1,212.78,61.23,connected
9,1,tɕaj1,207.28,61.24,connected
9,1,tɕaj1,205.32,61.25,connected
9,1,tɕaj1,203.66,61.26,connected
9,1,tɕaj1,201.54,61.27,connected
9,1,tɕaj1,199.61,61.28,connected
9,1,tɕaj1,198.63,61.29,connected
9,1,tɕaj1,198.42,61.3,connected
9,1,tɕaj1,199.95,61.31,connected
9,1,tɕaj1,200.74,61.32,connected
9,1,tɕaj1,201.42,61.33,connected
9,1,tɕaj1,204.05,61.34,connected
9,1,tɕaj1,204.58,61.35,connected
9,1,tɕaj1,205.82,61.36,connected
9,1,tɕaj1,207.45,61.37,connected
9,1,tɕaj1,207.95,61.38,connected
9,1,tɕaj1,208.33,61.39,connected
9,1,tɕaj1,207.97,61.4,connected
9,1,tɕaj1,199.68,61.41,connected
9,1,tɕaj1,188.32,61.42,connected
9,1,tɕaj1,171.91,61.43,connected
10,1,duə2,174.31,67.19,connected
10,1,duə2,187.86,67.2,connected
10,1,duə2,203.58,67.21,connected
10,1,duə2,208.42,67.22,connected
10,1,duə2,209.39,67.23,connected
10,1,duə2,209.75,67.24,connected
10,1,duə2,210.96,67.25,connected
10,1,duə2,212.14,67.26,connected
10,1,duə2,212.18,67.27,connected
10,1,duə2,210.88,67.28,connected
10,1,duə2,209.54,67.29,connected
10,1,duə2,209.08,67.3,connected
10,1,duə2,207.93,67.31,connected
10,1,duə2,207.04,67.32,connected
10,1,duə2,207.62,67.33,connected
10,1,duə2,207.35,67.34,connected
10,1,duə2,202.43,67.35,connected
10,1,duə2,199.54,67.36,connected
10,1,duə2,197.24,67.37,connected
10,1,duə2,193.05,67.38,connected
10,1,duə2,188.05,67.39,connected
10,1,duə2,184.59,67.4,connected
10,1,duə2,181.89,67.41,connected
10,1,duə2,177.14,67.42,connected
10,1,duə2,171.76,67.43,connected
10,1,duə2,166.13,67.44,connected
10,1,duə2,157.45,67.45,connected
10,1,duə2,148.29,67.46,connected
10,1,duə2,148.29,67.47,connected
10,1,duə2,345.29,67.48,connected
11,1,pjom3,297.46,73.34,connected
11,1,pjom3,311.39,73.35,connected
11,1,pjom3,235.01,73.36,connected
11,1,pjom3,227.45,73.37,connected
11,1,pjom3,228.78,73.38,connected
11,1,pjom3,230.7,73.39,connected
11,1,pjom3,233.59,73.4,connected
11,1,pjom3,236.7,73.41,connected
11,1,pjom3,238.64,73.42,connected
11,1,pjom3,241.63,73.43,connected
11,1,pjom3,251.47,73.44,connected
11,1,pjom3,245.05,73.45,connected
11,1,pjom3,241.39,73.46,connected
11,1,pjom3,244.14,73.47,connected
11,1,pjom3,245.71,73.48,connected
11,1,pjom3,245.99,73.49,connected
11,1,pjom3,246.27,73.5,connected
11,1,pjom3,246.3,73.51,connected
11,1,pjom3,241.8,73.52,connected
11,1,pjom3,247.67,73.53,connected
11,1,pjom3,264.96,73.54,connected
11,1,pjom3,290.9,73.55,connected
11,1,pjom3,301.02,73.56,connected
11,1,pjom3,306.09,73.57,connected
11,1,pjom3,309.88,73.58,connected
11,1,pjom3,312.64,73.59,connected
11,1,pjom3,314.5,73.6,connected
11,1,pjom3,313.21,73.61,connected
11,1,pjom3,310.32,73.62,connected
11,1,pjom3,302.03,73.63,connected
11,1,pjom3,288.96,73.64,connected
11,1,pjom3,263.85,73.65,connected
11,1,pjom3,234.53,73.66,connected
11,1,pjom3,undefined,73.67,connected
11,1,pjom3,undefined,73.68,connected
12,1,buŋ2,undefined,80.36,connected
12,1,buŋ2,172.61,80.37,connected
12,1,buŋ2,180.77,80.38,connected
12,1,buŋ2,185.69,80.39,connected
12,1,buŋ2,188.89,80.4,connected
12,1,buŋ2,188.65,80.41,connected
12,1,buŋ2,188.54,80.42,connected
12,1,buŋ2,190.38,80.43,connected
12,1,buŋ2,194.49,80.44,connected
12,1,buŋ2,194.96,80.45,connected
12,1,buŋ2,191.35,80.46,connected
12,1,buŋ2,195.22,80.47,connected
12,1,buŋ2,197.6,80.48,connected
12,1,buŋ2,198.91,80.49,connected
12,1,buŋ2,200.07,80.5,connected
12,1,buŋ2,200.02,80.51,connected
12,1,buŋ2,200.45,80.52,connected
12,1,buŋ2,202.87,80.53,connected
12,1,buŋ2,205.17,80.54,connected
12,1,buŋ2,207.16,80.55,connected
12,1,buŋ2,205.31,80.56,connected
12,1,buŋ2,201.47,80.57,connected
12,1,buŋ2,196.42,80.58,connected
13,1,gaj3,202.93,80.62,connected
13,1,gaj3,206.6,80.63,connected
13,1,gaj3,210.94,80.64,connected
13,1,gaj3,207.41,80.65,connected
13,1,gaj3,207.22,80.66,connected
13,1,gaj3,204.45,80.67,connected
13,1,gaj3,200.73,80.68,connected
13,1,gaj3,199.5,80.69,connected
13,1,gaj3,199.38,80.7,connected
13,1,gaj3,201.16,80.71,connected
13,1,gaj3,204.31,80.72,connected
13,1,gaj3,208.46,80.73,connected
13,1,gaj3,213.21,80.74,connected
13,1,gaj3,219.32,80.75,connected
13,1,gaj3,227.74,80.76,connected
13,1,gaj3,234.15,80.77,connected
13,1,gaj3,237.88,80.78,connected
13,1,gaj3,241.78,80.79,connected
13,1,gaj3,247.9,80.8,connected
13,1,gaj3,264.52,80.81,connected
13,1,gaj3,273.66,80.82,connected
13,1,gaj3,277.48,80.83,connected
13,1,gaj3,279.95,80.84,connected
13,1,gaj3,275.4,80.85,connected
13,1,gaj3,263.15,80.86,connected
13,1,gaj3,256.03,80.87,connected
13,1,gaj3,247.93,80.88,connected
13,1,gaj3,256.56,80.89,connected
13,1,gaj3,276.14,80.9,connected
14,1,bjaw4,undefined,97.12,connected
14,1,bjaw4,172.19,97.13,connected
14,1,bjaw4,159.89,97.14,connected
14,1,bjaw4,160.7,97.15,connected
14,1,bjaw4,160.18,97.16,connected
14,1,bjaw4,158.94,97.17,connected
14,1,bjaw4,158.89,97.18,connected
14,1,bjaw4,159.44,97.19,connected
14,1,bjaw4,162.09,97.2,connected
14,1,bjaw4,167.79,97.21,connected
14,1,bjaw4,170.68,97.22,connected
14,1,bjaw4,167.39,97.23,connected
14,1,bjaw4,161.14,97.24,connected
14,1,bjaw4,160.4,97.25,connected
14,1,bjaw4,159.32,97.26,connected
14,1,bjaw4,159.13,97.27,connected
14,1,bjaw4,159.18,97.28,connected
14,1,bjaw4,160.3,97.29,connected
14,1,bjaw4,160.86,97.3,connected
14,1,bjaw4,162.39,97.31,connected
14,1,bjaw4,165.24,97.32,connected
14,1,bjaw4,169.32,97.33,connected
14,1,bjaw4,171.83,97.34,connected
14,1,bjaw4,175.18,97.35,connected
14,1,bjaw4,177.79,97.36,connected
14,1,bjaw4,181.66,97.37,connected
14,1,bjaw4,187.55,97.38,connected
14,1,bjaw4,190.43,97.39,connected
14,1,bjaw4,192.91,97.4,connected
14,1,bjaw4,194.48,97.41,connected
14,1,bjaw4,195.87,97.42,connected
14,1,bjaw4,196.63,97.43,connected
14,1,bjaw4,194.87,97.44,connected
14,1,bjaw4,184.27,97.45,connected
14,1,bjaw4,188.59,97.46,connected
14,1,bjaw4,229.53,97.47,connected
15,1,maa4,160.46,104.74,connected
15,1,maa4,156.14,104.75,connected
15,1,maa4,154.97,104.76,connected
15,1,maa4,151.55,104.77,connected
15,1,maa4,149.71,104.78,connected
15,1,maa4,149.31,104.79,connected
15,1,maa4,149.56,104.8,connected
15,1,maa4,150.59,104.81,connected
15,1,maa4,151.13,104.82,connected
15,1,maa4,152.09,104.83,connected
15,1,maa4,152.23,104.84,connected
15,1,maa4,152.11,104.85,connected
15,1,maa4,151.82,104.86,connected
15,1,maa4,151.96,104.87,connected
15,1,maa4,152.55,104.88,connected
15,1,maa4,153.7,104.89,connected
15,1,maa4,155.49,104.9,connected
15,1,maa4,156.13,104.91,connected
15,1,maa4,158.27,104.92,connected
15,1,maa4,161.2,104.93,connected
15,1,maa4,163.86,104.94,connected
15,1,maa4,167.61,104.95,connected
15,1,maa4,171.12,104.96,connected
15,1,maa4,174.95,104.97,connected
15,1,maa4,178.53,104.98,connected
15,1,maa4,181.5,104.99,connected
15,1,maa4,183.11,105,connected
15,1,maa4,186.61,105.01,connected
15,1,maa4,191.03,105.02,connected
15,1,maa4,196.13,105.03,connected
15,1,maa4,199.86,105.04,connected
15,1,maa4,200.69,105.05,connected
15,1,maa4,197.37,105.06,connected
15,1,maa4,180.65,105.07,connected
16,1,tɕaw5,196.26,111.79,connected
16,1,tɕaw5,177.7,111.8,connected
16,1,tɕaw5,177.61,111.81,connected
16,1,tɕaw5,172.29,111.82,connected
16,1,tɕaw5,163.24,111.83,connected
16,1,tɕaw5,157.49,111.84,connected
16,1,tɕaw5,153.59,111.85,connected
16,1,tɕaw5,149.15,111.86,connected
16,1,tɕaw5,148.52,111.87,connected
16,1,tɕaw5,148.89,111.88,connected
16,1,tɕaw5,150.25,111.89,connected
16,1,tɕaw5,151.78,111.9,connected
16,1,tɕaw5,152.13,111.91,connected
16,1,tɕaw5,152.86,111.92,connected
16,1,tɕaw5,154.73,111.93,connected
16,1,tɕaw5,157.4,111.94,connected
16,1,tɕaw5,159.87,111.95,connected
16,1,tɕaw5,163.5,111.96,connected
16,1,tɕaw5,167.98,111.97,connected
16,1,tɕaw5,174.8,111.98,connected
16,1,tɕaw5,180.8,111.99,connected
16,1,tɕaw5,186.01,112,connected
16,1,tɕaw5,189.45,112.01,connected
16,1,tɕaw5,193.1,112.02,connected
16,1,tɕaw5,197.09,112.03,connected
16,1,tɕaw5,200.72,112.04,connected
16,1,tɕaw5,202.91,112.05,connected
16,1,tɕaw5,200.31,112.06,connected
16,1,tɕaw5,188.63,112.07,connected
16,1,tɕaw5,155.48,112.08,connected
17,1,jaao6,175.79,119.11,connected
17,1,jaao6,180.89,119.12,connected
17,1,jaao6,172.29,119.13,connected
17,1,jaao6,168.39,119.14,connected
17,1,jaao6,167.32,119.15,connected
17,1,jaao6,166.7,119.16,connected
17,1,jaao6,164.74,119.17,connected
17,1,jaao6,162.75,119.18,connected
17,1,jaao6,161.62,119.19,connected
17,1,jaao6,161.54,119.2,connected
17,1,jaao6,160.15,119.21,connected
17,1,jaao6,158.92,119.22,connected
17,1,jaao6,157.76,119.23,connected
17,1,jaao6,157.13,119.24,connected
17,1,jaao6,156.73,119.25,connected
17,1,jaao6,156.28,119.26,connected
17,1,jaao6,155.86,119.27,connected
17,1,jaao6,154.47,119.28,connected
17,1,jaao6,153.81,119.29,connected
17,1,jaao6,152.8,119.3,connected
17,1,jaao6,152.1,119.31,connected
17,1,jaao6,152.22,119.32,connected
17,1,jaao6,152.62,119.33,connected
17,1,jaao6,150.69,119.34,connected
17,1,jaao6,150.22,119.35,connected
17,1,jaao6,150.2,119.36,connected
17,1,jaao6,150.72,119.37,connected
17,1,jaao6,150.73,119.38,connected
17,1,jaao6,151.05,119.39,connected
17,1,jaao6,150.62,119.4,connected
17,1,jaao6,149.31,119.41,connected
17,1,jaao6,147.21,119.42,connected
17,1,jaao6,144.59,119.43,connected
17,1,jaao6,140.77,119.44,connected
17,1,jaao6,157.95,119.45,connected
17,1,jaao6,164.29,119.46,connected
18,1,siə6,191.36,131.19,connected
18,1,siə6,187.36,131.2,connected
18,1,siə6,184.65,131.21,connected
18,1,siə6,180.83,131.22,connected
18,1,siə6,178.44,131.23,connected
18,1,siə6,177.12,131.24,connected
18,1,siə6,173.67,131.25,connected
18,1,siə6,171.56,131.26,connected
18,1,siə6,171.29,131.27,connected
18,1,siə6,173.7,131.28,connected
18,1,siə6,173.95,131.29,connected
18,1,siə6,173.27,131.3,connected
18,1,siə6,176.71,131.31,connected
18,1,siə6,173.23,131.32,connected
18,1,siə6,167.14,131.33,connected
18,1,siə6,165.51,131.34,connected
18,1,siə6,162.38,131.35,connected
18,1,siə6,161.43,131.36,connected
18,1,siə6,159.9,131.37,connected
18,1,siə6,158.45,131.38,connected
18,1,siə6,156.63,131.39,connected
18,1,siə6,154.72,131.4,connected
18,1,siə6,154.52,131.41,connected
18,1,siə6,153.47,131.42,connected
18,1,siə6,147.73,131.43,connected
18,1,siə6,undefined,131.44,connected
19,1,kɔ5,undefined,138.11,connected
19,1,kɔ5,146.01,138.12,connected
19,1,kɔ5,170.84,138.13,connected
19,1,kɔ5,170.34,138.14,connected
19,1,kɔ5,167.31,138.15,connected
19,1,kɔ5,165.03,138.16,connected
19,1,kɔ5,162.78,138.17,connected
19,1,kɔ5,162.14,138.18,connected
19,1,kɔ5,162.83,138.19,connected
19,1,kɔ5,163.66,138.2,connected
19,1,kɔ5,163.34,138.21,connected
19,1,kɔ5,163.97,138.22,connected
19,1,kɔ5,164.2,138.23,connected
19,1,kɔ5,163.8,138.24,connected
19,1,kɔ5,163.99,138.25,connected
19,1,kɔ5,164.82,138.26,connected
19,1,kɔ5,166.03,138.27,connected
19,1,kɔ5,168.79,138.28,connected
19,1,kɔ5,170.84,138.29,connected
19,1,kɔ5,172.31,138.3,connected
19,1,kɔ5,174.1,138.31,connected
19,1,kɔ5,175.8,138.32,connected
19,1,kɔ5,177.49,138.33,connected
19,1,kɔ5,179.76,138.34,connected
19,1,kɔ5,182.68,138.35,connected
19,1,kɔ5,186.54,138.36,connected
19,1,kɔ5,191.84,138.37,connected
19,1,kɔ5,196.65,138.38,connected
19,1,kɔ5,202.88,138.39,connected
19,1,kɔ5,207.53,138.4,connected
19,1,kɔ5,211.4,138.41,connected
19,1,kɔ5,211.53,138.42,connected
19,1,kɔ5,197.24,138.43,connected
20,1,pen3,245.08,145.14,connected
20,1,pen3,207.77,145.15,connected
20,1,pen3,221.7,145.16,connected
20,1,pen3,223.26,145.17,connected
20,1,pen3,225.06,145.18,connected
20,1,pen3,226.91,145.19,connected
20,1,pen3,227.88,145.2,connected
20,1,pen3,229.55,145.21,connected
20,1,pen3,231.02,145.22,connected
20,1,pen3,231.39,145.23,connected
20,1,pen3,232.38,145.24,connected
20,1,pen3,234.75,145.25,connected
20,1,pen3,237.46,145.26,connected
20,1,pen3,240.38,145.27,connected
20,1,pen3,244.34,145.28,connected
20,1,pen3,248.98,145.29,connected
20,1,pen3,255.01,145.3,connected
20,1,pen3,262.92,145.31,connected
20,1,pen3,272.5,145.32,connected
20,1,pen3,282.34,145.33,connected
20,1,pen3,295.63,145.34,connected
20,1,pen3,291.35,145.35,connected
20,1,pen3,302.93,145.36,connected
20,1,pen3,296.45,145.37,connected
20,1,pen3,283.84,145.38,connected
20,1,pen3,268.67,145.39,connected
20,1,pen3,241.79,145.4,connected
20,1,pen3,220.76,145.41,connected
20,1,pen3,213.44,145.42,connected
21,1,kɛŋ3,undefined,151.85,connected
21,1,kɛŋ3,213.27,151.86,connected
21,1,kɛŋ3,218.9,151.87,connected
21,1,kɛŋ3,217.56,151.88,connected
21,1,kɛŋ3,215.94,151.89,connected
21,1,kɛŋ3,216.08,151.9,connected
21,1,kɛŋ3,217.35,151.91,connected
21,1,kɛŋ3,217.23,151.92,connected
21,1,kɛŋ3,218.55,151.93,connected
21,1,kɛŋ3,220.74,151.94,connected
21,1,kɛŋ3,224.49,151.95,connected
21,1,kɛŋ3,226.82,151.96,connected
21,1,kɛŋ3,227.42,151.97,connected
21,1,kɛŋ3,228.35,151.98,connected
21,1,kɛŋ3,228.6,151.99,connected
21,1,kɛŋ3,231.19,152,connected
21,1,kɛŋ3,232,152.01,connected
21,1,kɛŋ3,234.63,152.02,connected
21,1,kɛŋ3,236.95,152.03,connected
21,1,kɛŋ3,240.11,152.04,connected
21,1,kɛŋ3,245.67,152.05,connected
21,1,kɛŋ3,252.03,152.06,connected
21,1,kɛŋ3,258.3,152.07,connected
21,1,kɛŋ3,263.23,152.08,connected
21,1,kɛŋ3,265.13,152.09,connected
21,1,kɛŋ3,264.21,152.1,connected
21,1,kɛŋ3,271.21,152.11,connected
21,1,kɛŋ3,279.58,152.12,connected
21,1,kɛŋ3,289.73,152.13,connected
21,1,kɛŋ3,290.74,152.14,connected
21,1,kɛŋ3,285.59,152.15,connected
21,1,kɛŋ3,275.32,152.16,connected
21,1,kɛŋ3,261.15,152.17,connected
21,1,kɛŋ3,245.79,152.18,connected
21,1,kɛŋ3,230.2,152.19,connected
21,1,kɛŋ3,217.92,152.2,connected
22,1,laŋ4,173.13,166.8,connected
22,1,laŋ4,174.11,166.81,connected
22,1,laŋ4,169.29,166.82,connected
22,1,laŋ4,168.7,166.83,connected
22,1,laŋ4,167.33,166.84,connected
22,1,laŋ4,165.64,166.85,connected
22,1,laŋ4,164.31,166.86,connected
22,1,laŋ4,163.17,166.87,connected
22,1,laŋ4,159.95,166.88,connected
22,1,laŋ4,158.32,166.89,connected
22,1,laŋ4,158.53,166.9,connected
22,1,laŋ4,156.89,166.91,connected
22,1,laŋ4,156.52,166.92,connected
22,1,laŋ4,156.01,166.93,connected
22,1,laŋ4,156.07,166.94,connected
22,1,laŋ4,157.65,166.95,connected
22,1,laŋ4,158.2,166.96,connected
22,1,laŋ4,159.43,166.97,connected
22,1,laŋ4,161.57,166.98,connected
22,1,laŋ4,160.85,166.99,connected
22,1,laŋ4,163.24,167,connected
22,1,laŋ4,164.27,167.01,connected
22,1,laŋ4,166.25,167.02,connected
22,1,laŋ4,170.2,167.03,connected
22,1,laŋ4,173.29,167.04,connected
22,1,laŋ4,177.34,167.05,connected
22,1,laŋ4,179.81,167.06,connected
22,1,laŋ4,189.85,167.07,connected
22,1,laŋ4,195.68,167.08,connected
22,1,laŋ4,204.26,167.09,connected
22,1,laŋ4,212.52,167.1,connected
22,1,laŋ4,215.97,167.11,connected
22,1,laŋ4,218.29,167.12,connected
22,1,laŋ4,219.62,167.13,connected
22,1,laŋ4,218.53,167.14,connected
22,1,laŋ4,217.19,167.15,connected
22,1,laŋ4,206.55,167.16,connected
22,1,laŋ4,undefined,167.17,connected
23,1,tuŋ4,209.05,174.17,connected
23,1,tuŋ4,208.49,174.18,connected
23,1,tuŋ4,209.69,174.19,connected
23,1,tuŋ4,204.74,174.2,connected
23,1,tuŋ4,202.7,174.21,connected
23,1,tuŋ4,199.94,174.22,connected
23,1,tuŋ4,196.38,174.23,connected
23,1,tuŋ4,193.7,174.24,connected
23,1,tuŋ4,193.03,174.25,connected
23,1,tuŋ4,192.41,174.26,connected
23,1,tuŋ4,190.7,174.27,connected
23,1,tuŋ4,189.11,174.28,connected
23,1,tuŋ4,187.58,174.29,connected
23,1,tuŋ4,186.16,174.3,connected
23,1,tuŋ4,185.42,174.31,connected
23,1,tuŋ4,184.57,174.32,connected
23,1,tuŋ4,183.35,174.33,connected
23,1,tuŋ4,183.25,174.34,connected
23,1,tuŋ4,185,174.35,connected
